procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status,quantity_kg,quantity_missing,cost_missing,payment_status_missing
MDM007587,2026-03-18,SCH0539,Singh Brothers,Dal,48500.0,Grams,4365.0,UNKNOWN,48.5,False,False,True
MDM011249,2025-06-07,SCH0039,Goyal Enterprises,Dal,0.446,Bags,,DUE,22.3,False,True,False
MDM001040,2025-09-08,SCH0361,Sharma Traders,Rice,32.7,Kg,1308.0,DUE,32.7,False,False,False
MDM003373,2026-01-07,SCH0216,Sharma & Sons,Mustard Oil,11.8,Kg,1416.0,UNKNOWN,11.8,False,False,False
MDM004605,2025-08-26,SCH0125,Goyal Enterprises,Dal,14.6,Kg,1314.0,DUE,14.6,False,False,False
MDM011853,2025-04-24,SCH0497,kumar general store,Rice,,,1324.0,UNKNOWN,,True,False,True
MDM004157,2025-10-10,SCH0453,Goyal Enterprises,Mustard Oil,25500.0,Grams,3060.0,UNKNOWN,25.5,False,False,True
MDM001044,2026-01-14,SCH0488,Goyal Rice Mill,Wheat,1.118,Bori,1677.0,DUE,55.900000000000006,False,False,False
MDM010514,2025-12-10,SCH0319,Kumar & Co.,Wheat,11500.0,Grams,345.0,UNKNOWN,11.5,False,False,True
MDM000100,2025-08-07,SCH0409,Goyal Rice Mill,Mustard Oil,,,5700.0,UNKNOWN,,True,False,True
MDM005818,2025-10-21,SCH0295,Goyal Rice Mill,Mustard Oil,48.2,Kg,5784.0,PAID,48.2,False,False,False
MDM011621,2025-12-04,SCH0539,Sharma & Sons,Dal,,,3447.0,PAID,,True,False,False
MDM006619,2025-07-06,SCH0043,Singh Agro,Rice,,,1084.0,PAID,,True,False,False
MDM002020,2025-11-28,SCH0439,Goyal Enterprises,Dal,55900.0,Grams,5031.0,UNKNOWN,55.9,False,False,True
MDM010402,2025-07-15,SCH0378,Kumar & Co.,Cooking Oil,46.1,Kg,5532.0,UNKNOWN,46.1,False,False,False
MDM009864,2025-10-21,SCH0118,Sharma & Sons,Mustard Oil,0.782,Bags,4692.0,PENDING,39.1,False,False,False
MDM008538,2025-05-18,SCH0541,Singh Agro,Rice,12900.0,Grams,516.0,PAID,12.9,False,False,False
MDM005841,2025-07-25,SCH0468,Sharma Traders,Atta,0.906,Bags,1359.0,PENDING,45.3,False,False,False
MDM004025,2025-07-04,SCH0546,kumar general store,Lentils,42.7,Kg,3843.0,UNKNOWN,42.7,False,False,True
MDM004554,2025-10-04,SCH0539,Kumar & Co.,Rice,,,1796.0,UNKNOWN,,True,False,True
MDM007721,2025-09-09,SCH0234,S. Agro Works,Wheat,0.684,Sacks,1026.0,UNKNOWN,34.2,False,False,True
MDM002151,2026-03-27,SCH0019,Sharma & Sons,Wheat,40400.0,Grams,1212.0,UNKNOWN,40.4,False,False,True
MDM004246,2025-12-11,SCH0585,Singh Brothers,Wheat,41.6,Kg,1248.0,PAID,41.6,False,False,False
MDM009847,2026-01-17,SCH0314,Goyal Rice Mill,Dal,10.9,Kg,,DUE,10.9,False,True,False
MDM007175,2025-10-06,SCH0545,Goyal Rice Mill,Rice,36.0,Kg,1440.0,UNKNOWN,36.0,False,False,False
MDM005280,2025-02-07,SCH0457,Sharma Traders,Mustard Oil,,,5088.0,UNKNOWN,,True,False,False
MDM004499,2025-09-27,SCH0264,Kumar Supplies,Dal,42.3,Kg,3806.0,PAID,42.3,False,False,False
MDM009564,2025-06-12,SCH0227,Sharma & Sons,Cooking Oil,15.5,Kg,1860.0,DUE,15.5,False,False,False
MDM006182,2025-02-11,SCH0311,Sharma & Sons,Rice,22.1,Kg,,UNKNOWN,22.1,False,True,False
MDM003283,2025-10-29,SCH0323,Sharma & Sons,Atta,1.01,Bags,1515.0,DUE,50.5,False,False,False
MDM011056,2025-10-12,SCH0079,Singh Agro,Rice,21600.0,Grams,864.0,DUE,21.6,False,False,False
MDM006663,2025-11-28,SCH0056,Sharma & Sons,Rice,0.352,Sacks,704.0,PAID,17.599999999999998,False,False,False
MDM004920,2025-06-16,SCH0431,Kumar Supplies,Wheat,1.032,Sacks,1548.0,UNKNOWN,51.6,False,False,False
MDM005991,2025-12-02,SCH0368,Singh Agro,Rice,30.4,Kg,,PAID,30.4,False,True,False
MDM011229,2025-09-30,SCH0589,Kumar Supplies,Rice,42100.0,Grams,1684.0,UNKNOWN,42.1,False,False,False
MDM010619,2025-04-01,SCH0434,Sharma & Sons,Cooking Oil,52600.0,Grams,6312.0,PAID,52.6,False,False,False
MDM005782,2026-02-01,SCH0229,goyal mill,Cooking Oil,34100.0,Grams,4092.0,UNKNOWN,34.1,False,False,True
MDM002251,2025-10-15,SCH0357,Singh Brothers,Rice,13.7,Kg,548.0,PENDING,13.7,False,False,False
MDM008442,2025-04-23,SCH0598,goyal mill,Mustard Oil,43700.0,Grams,5244.0,DUE,43.7,False,False,False
MDM007699,2025-07-25,SCH0598,Kumar & Co.,Wheat,,,498.0,UNKNOWN,,True,False,False
MDM001663,2025-01-08,SCH0404,Singh Brothers,Dal,38.2,Kg,3438.0,DUE,38.2,False,False,False
MDM001594,2025-10-31,SCH0481,Sharma & Sons,Mustard Oil,23500.0,Grams,2820.0,UNKNOWN,23.5,False,False,True
MDM002088,2026-02-26,SCH0208,kumar general store,Dal,0.462,50kg Bags,2079.0,PAID,23.1,False,False,False
MDM002583,2025-08-14,SCH0364,Singh Brothers,Cooking Oil,0.26,50kg Bags,1560.0,PAID,13.0,False,False,False
MDM006674,2025-08-18,SCH0588,Goyal Rice Mill,Cooking Oil,10900.0,Grams,1308.0,PAID,10.9,False,False,False
MDM000361,2025-05-21,SCH0203,goyal mill,Pulses,0.232,Sacks,1044.0,PAID,11.6,False,False,False
MDM006339,2026-03-30,SCH0218,S. Agro Works,Mustard Oil,48.1,Kg,5772.0,DUE,48.1,False,False,False
MDM008762,2025-11-19,SCH0597,Kumar Supplies,Rice,44.8,Kg,1792.0,PENDING,44.8,False,False,False
MDM010486,2025-06-23,SCH0197,Sharma Traders,Mustard Oil,0.948,Bags,5688.0,UNKNOWN,47.4,False,False,True
MDM010641,2025-11-05,SCH0064,Sharma & Sons,Atta,17500.0,Grams,525.0,UNKNOWN,17.5,False,False,False
MDM008804,2025-04-26,SCH0423,Singh Brothers,Dal,10.2,Kg,,UNKNOWN,10.2,False,True,True
MDM009550,2026-02-03,SCH0345,kumar general store,Pulses,52.3,Kg,4707.0,UNKNOWN,52.3,False,False,False
MDM004149,2025-05-19,SCH0553,Kumar & Co.,Rice,0.866,Bags,1732.0,UNKNOWN,43.3,False,False,False
MDM000034,2025-04-06,SCH0352,Sharma & Sons,Cooking Oil,32600.0,Grams,3912.0,UNKNOWN,32.6,False,False,False
MDM007697,2025-05-21,SCH0424,Goyal Rice Mill,Dal,,,3951.0,PAID,,True,False,False
MDM002311,2026-01-29,SCH0146,Goyal Enterprises,Cooking Oil,58900.0,Grams,7068.0,DUE,58.9,False,False,False
MDM002143,2025-02-12,SCH0299,Kumar & Co.,Rice,0.8240000000000001,Bori,1648.0,PENDING,41.2,False,False,False
MDM009391,2025-02-12,SCH0226,Sharma & Sons,Mustard Oil,0.266,50kg Bags,1596.0,PENDING,13.3,False,False,False
MDM011455,2025-09-29,SCH0588,Sharma & Sons,Wheat,,,843.0,PAID,,True,False,False
MDM008537,2026-01-13,SCH0572,kumar general store,Rice,55.7,Kg,2228.0,UNKNOWN,55.7,False,False,False
MDM000103,2025-06-15,SCH0194,Singh Brothers,Mustard Oil,15.6,Kg,1872.0,DUE,15.6,False,False,False
MDM003529,2026-01-18,SCH0288,Goyal Rice Mill,Rice,47.6,Kg,1904.0,UNKNOWN,47.6,False,False,False
MDM010480,2025-06-18,SCH0180,Goyal Enterprises,Wheat,0.506,Bags,759.0,UNKNOWN,25.3,False,False,True
MDM005848,2026-03-14,SCH0436,Sharma Traders,Dal,46.4,Kg,4176.0,PAID,46.4,False,False,False
MDM008575,2025-10-04,SCH0137,kumar general store,Wheat,42100.0,Grams,1263.0,UNKNOWN,42.1,False,False,False
MDM011890,2025-06-03,SCH0130,kumar general store,Dal,0.964,Bori,4338.0,UNKNOWN,48.2,False,False,False
MDM004491,2025-06-07,SCH0194,Singh Brothers,Dal,0.448,Bori,2015.0,UNKNOWN,22.4,False,False,True
MDM003147,2026-03-04,SCH0568,goyal mill,Dal,19.5,Kg,1755.0,PENDING,19.5,False,False,False
MDM007681,2025-04-23,SCH0513,Goyal Enterprises,Rice,51.9,Kg,2076.0,PAID,51.9,False,False,False
MDM011079,2025-04-07,SCH0319,Sharma Traders,Wheat,33.1,Kg,993.0,UNKNOWN,33.1,False,False,False
MDM002145,2026-03-15,SCH0428,Sharma Traders,Lentils,38200.0,Grams,3438.0,UNKNOWN,38.2,False,False,False
MDM004895,2025-06-27,SCH0257,Sharma Traders,Cooking Oil,0.5820000000000001,Sacks,3492.0,PAID,29.100000000000005,False,False,False
MDM001571,2025-08-13,SCH0036,Kumar Supplies,Mustard Oil,,,4536.0,UNKNOWN,,True,False,True
MDM010336,2025-05-25,SCH0148,Sharma Traders,Rice,31900.0,Grams,1276.0,UNKNOWN,31.9,False,False,False
MDM002577,2026-03-31,SCH0189,Singh Agro,Dal,23900.0,Grams,2151.0,UNKNOWN,23.9,False,False,False
MDM007857,2025-07-10,SCH0297,kumar general store,Dal,0.914,Bags,4113.0,UNKNOWN,45.7,False,False,False
MDM000539,2025-10-10,SCH0160,Sharma Traders,Rice,50.6,Kg,2024.0,UNKNOWN,50.6,False,False,False
MDM002240,2025-04-04,SCH0443,Sharma Traders,Wheat,23.7,Kg,711.0,UNKNOWN,23.7,False,False,True
MDM002445,2025-12-02,SCH0424,kumar general store,Dal,,,5247.0,PAID,,True,False,False
MDM010732,2026-02-18,SCH0434,Sharma Traders,Mustard Oil,0.348,Sacks,2088.0,UNKNOWN,17.4,False,False,False
MDM009988,2025-06-28,SCH0544,S. Agro Works,Dal,40200.0,Grams,3618.0,PAID,40.2,False,False,False
MDM000938,2025-11-04,SCH0288,Goyal Rice Mill,Dal,43.0,Kg,3870.0,UNKNOWN,43.0,False,False,False
MDM000840,2025-09-11,SCH0053,Sharma Traders,Rice,33.7,Kg,1348.0,UNKNOWN,33.7,False,False,False
MDM003947,2025-10-24,SCH0447,kumar general store,Cooking Oil,18.6,Kg,2232.0,UNKNOWN,18.6,False,False,True
MDM004439,2025-08-27,SCH0297,Singh Brothers,Mustard Oil,39.2,Kg,4704.0,UNKNOWN,39.2,False,False,False
MDM010713,2025-09-13,SCH0550,Singh Agro,Rice,,,2268.0,PAID,,True,False,False
MDM005380,2025-08-07,SCH0192,S. Agro Works,Rice,59100.0,Grams,2364.0,PAID,59.1,False,False,False
MDM004413,2026-02-12,SCH0329,Sharma Traders,Mustard Oil,0.508,Bags,3048.0,PAID,25.4,False,False,False
MDM007541,2025-02-08,SCH0413,Goyal Enterprises,Cooking Oil,59.0,Kg,7080.0,UNKNOWN,59.0,False,False,True
MDM004784,2026-03-29,SCH0557,goyal mill,Wheat,14.1,Kg,423.0,UNKNOWN,14.1,False,False,False
MDM002304,2025-12-11,SCH0498,Kumar Supplies,Cooking Oil,10.4,Kg,1248.0,DUE,10.4,False,False,False
MDM010919,2025-05-26,SCH0406,kumar general store,Rice,0.61,Bags,1220.0,UNKNOWN,30.5,False,False,False
MDM006225,2026-05-03,SCH0551,goyal mill,Dal,27200.0,Grams,2448.0,PAID,27.2,False,False,False
MDM003350,2025-05-17,SCH0522,Singh Agro,Mustard Oil,0.728,Bags,4368.0,PAID,36.4,False,False,False
MDM004036,2025-06-09,SCH0355,Sharma Traders,Rice,,,1676.0,PAID,,True,False,False
MDM005485,2025-06-29,SCH0422,Goyal Enterprises,Pulses,0.772,Bags,3474.0,UNKNOWN,38.6,False,False,False
MDM002983,2025-12-04,SCH0057,S. Agro Works,Atta,16.7,Kg,501.0,PAID,16.7,False,False,False
MDM011729,2026-06-03,SCH0311,S. Agro Works,Pulses,1.032,50kg Bags,4644.0,DUE,51.6,False,False,False
MDM008789,2026-03-12,SCH0368,Goyal Enterprises,Cooking Oil,10.1,Kg,1212.0,DUE,10.1,False,False,False
MDM006065,2026-01-10,SCH0469,Kumar & Co.,Mustard Oil,16300.0,Grams,1956.0,PAID,16.3,False,False,False
MDM011292,2026-03-03,SCH0018,Singh Agro,Cooking Oil,28.7,Kg,3444.0,UNKNOWN,28.7,False,False,True
MDM002716,2026-03-30,SCH0094,Kumar Supplies,Wheat,0.906,50kg Bags,1359.0,UNKNOWN,45.3,False,False,False
MDM011275,2025-10-27,SCH0399,Goyal Enterprises,Atta,,,420.0,UNKNOWN,,True,False,False
MDM011325,2025-04-29,SCH0510,Goyal Rice Mill,Mustard Oil,10600.0,Grams,,UNKNOWN,10.6,False,True,False
MDM011560,2025-12-11,SCH0037,Goyal Enterprises,Mustard Oil,23800.0,Grams,2856.0,PAID,23.8,False,False,False
MDM001784,2025-04-10,SCH0535,Kumar Supplies,Rice,33.9,Kg,1356.0,PAID,33.9,False,False,False
MDM000358,2025-10-22,SCH0176,Kumar Supplies,Rice,,,2368.0,PENDING,,True,False,False
MDM009283,2026-02-11,SCH0131,Kumar & Co.,Mustard Oil,0.8420000000000001,50kg Bags,5052.0,UNKNOWN,42.1,False,False,True
MDM003920,2026-03-05,SCH0098,goyal mill,Dal,1.194,Bori,5373.0,UNKNOWN,59.7,False,False,True
MDM005906,2025-09-18,SCH0406,Goyal Enterprises,Rice,0.5720000000000001,Bags,1144.0,PAID,28.6,False,False,False
MDM007170,2025-11-24,SCH0079,Goyal Rice Mill,Dal,,,2997.0,DUE,,True,False,False
MDM010409,2026-01-24,SCH0317,Kumar Supplies,Wheat,57900.0,Grams,1737.0,DUE,57.9,False,False,False
MDM000725,2025-04-24,SCH0136,Sharma & Sons,Rice,,,2384.0,PAID,,True,False,False
MDM002255,2025-11-14,SCH0192,Goyal Rice Mill,Wheat,19500.0,Grams,585.0,DUE,19.5,False,False,False
MDM000150,2025-05-07,SCH0535,S. Agro Works,Dal,24900.0,Grams,2241.0,UNKNOWN,24.9,False,False,False
MDM006854,2025-07-21,SCH0386,goyal mill,Mustard Oil,51700.0,Grams,6204.0,UNKNOWN,51.7,False,False,False
MDM004852,2026-03-01,SCH0307,Singh Brothers,Mustard Oil,19.7,Kg,2364.0,PENDING,19.7,False,False,False
MDM002146,2025-09-02,SCH0549,Singh Brothers,Dal,26.1,Kg,2349.0,UNKNOWN,26.1,False,False,True
MDM009166,2025-07-13,SCH0421,Singh Agro,Pulses,43500.0,Grams,3915.0,PAID,43.5,False,False,False
MDM004124,2026-01-05,SCH0177,Kumar Supplies,Wheat,,,969.0,UNKNOWN,,True,False,True
MDM010438,2025-12-26,SCH0482,Sharma Traders,Lentils,15.0,Kg,1350.0,UNKNOWN,15.0,False,False,True
MDM010379,2026-01-10,SCH0554,Sharma Traders,Wheat,1.144,Bags,1716.0,PENDING,57.2,False,False,False
MDM001985,2025-06-28,SCH0004,kumar general store,Rice,56.8,Kg,2272.0,UNKNOWN,56.8,False,False,False
MDM011804,2025-04-07,SCH0321,kumar general store,Rice,38.6,Kg,1544.0,PENDING,38.6,False,False,False
MDM008252,2025-09-07,SCH0175,Kumar & Co.,Wheat,10.0,Kg,,PENDING,10.0,False,True,False
MDM005493,2025-06-13,SCH0567,kumar general store,Wheat,24.4,Kg,732.0,UNKNOWN,24.4,False,False,False
MDM008773,2025-04-25,SCH0347,Kumar & Co.,Rice,1.032,Bags,2064.0,UNKNOWN,51.6,False,False,True
MDM003657,2025-08-27,SCH0315,Sharma & Sons,Cooking Oil,,,2820.0,PENDING,,True,False,False
MDM006780,2025-10-11,SCH0349,Goyal Enterprises,Rice,36.7,Kg,1468.0,DUE,36.7,False,False,False
MDM000334,2025-04-17,SCH0586,S. Agro Works,Mustard Oil,0.244,Bori,1464.0,PAID,12.2,False,False,False
MDM010159,2026-12-02,SCH0014,Sharma & Sons,Rice,0.648,Bags,1296.0,PENDING,32.4,False,False,False
MDM005710,2025-08-23,SCH0114,Sharma & Sons,Rice,46.2,Kg,1848.0,UNKNOWN,46.2,False,False,True
MDM006144,2026-04-02,SCH0365,Goyal Enterprises,Cooking Oil,57900.0,Grams,6948.0,UNKNOWN,57.9,False,False,False
MDM010070,2025-01-11,SCH0500,Kumar Supplies,Cooking Oil,42000.0,Grams,5040.0,UNKNOWN,42.0,False,False,False
MDM007371,2026-03-22,SCH0384,Kumar & Co.,Dal,27400.0,Grams,2466.0,UNKNOWN,27.4,False,False,True
MDM001702,2025-12-11,SCH0506,Goyal Enterprises,Mustard Oil,42.1,Kg,5052.0,DUE,42.1,False,False,False
MDM008114,2025-06-07,SCH0389,Sharma & Sons,Rice,,,1996.0,DUE,,True,False,False
MDM003525,2025-08-18,SCH0430,goyal mill,Rice,14.0,Kg,560.0,UNKNOWN,14.0,False,False,True
MDM007338,2025-12-17,SCH0238,Sharma Traders,Cooking Oil,48.8,Kg,5856.0,PAID,48.8,False,False,False
MDM004113,2025-10-15,SCH0412,Singh Brothers,Dal,0.442,Bori,1989.0,DUE,22.1,False,False,False
MDM001359,2025-08-18,SCH0405,Singh Brothers,Pulses,49.2,Kg,4428.0,UNKNOWN,49.2,False,False,False
MDM002272,2025-09-05,SCH0008,Kumar & Co.,Rice,59.4,Kg,2376.0,PAID,59.4,False,False,False
MDM009273,2026-01-27,SCH0113,Kumar Supplies,Wheat,,,501.0,UNKNOWN,,True,False,False
MDM005362,2025-08-15,SCH0059,kumar general store,Rice,39.9,Kg,1596.0,UNKNOWN,39.9,False,False,False
MDM006836,2026-01-29,SCH0251,Singh Agro,Dal,56300.0,Grams,5067.0,UNKNOWN,56.3,False,False,False
MDM006748,2026-02-17,SCH0017,Sharma Traders,Rice,35600.0,Grams,1424.0,UNKNOWN,35.6,False,False,True
MDM000291,2025-05-24,SCH0386,kumar general store,Mustard Oil,,,6864.0,PENDING,,True,False,False
MDM011802,2025-04-24,SCH0122,Sharma Traders,Rice,,,912.0,UNKNOWN,,True,False,True
MDM001262,2025-10-26,SCH0307,goyal mill,Dal,22.1,Kg,1989.0,UNKNOWN,22.1,False,False,True
MDM008687,2026-02-18,SCH0349,Sharma Traders,Rice,56300.0,Grams,,DUE,56.3,False,True,False
MDM000968,2025-05-05,SCH0500,Sharma & Sons,Wheat,58.7,Kg,1761.0,UNKNOWN,58.7,False,False,True
MDM011792,2026-03-07,SCH0439,S. Agro Works,Rice,39200.0,Grams,,PAID,39.2,False,True,False
MDM008465,2025-04-14,SCH0136,Kumar Supplies,Mustard Oil,0.722,Bags,4332.0,UNKNOWN,36.1,False,False,False
MDM005080,2026-03-09,SCH0506,Sharma Traders,Cooking Oil,32.9,Kg,3948.0,UNKNOWN,32.9,False,False,False
MDM004418,2026-01-17,SCH0303,Singh Brothers,Mustard Oil,,,1404.0,UNKNOWN,,True,False,False
MDM005482,2026-02-19,SCH0483,Sharma Traders,Rice,11.5,Kg,460.0,PAID,11.5,False,False,False
MDM000071,2026-03-01,SCH0410,S. Agro Works,Rice,35.0,Kg,1400.0,PAID,35.0,False,False,False
MDM010191,2025-06-25,SCH0482,kumar general store,Lentils,22200.0,Grams,1998.0,UNKNOWN,22.2,False,False,False
MDM007357,2026-03-04,SCH0326,Sharma Traders,Wheat,,,1599.0,UNKNOWN,,True,False,False
MDM006827,2026-02-09,SCH0581,goyal mill,Cooking Oil,59.7,Kg,7164.0,PAID,59.7,False,False,False
MDM008411,2026-03-09,SCH0432,Goyal Enterprises,Rice,31000.0,Grams,1240.0,UNKNOWN,31.0,False,False,True
MDM009418,2025-05-04,SCH0328,Goyal Enterprises,Wheat,11.3,Kg,339.0,PAID,11.3,False,False,False
MDM001644,2026-06-02,SCH0477,Sharma & Sons,Dal,,,1863.0,PAID,,True,False,False
MDM002866,2025-05-02,SCH0084,Kumar & Co.,Wheat,0.7440000000000001,Sacks,1116.0,DUE,37.2,False,False,False
MDM011854,2025-07-09,SCH0190,Kumar Supplies,Cooking Oil,0.5539999999999999,Bori,3324.0,PENDING,27.7,False,False,False
MDM003884,2026-02-24,SCH0200,goyal mill,Wheat,49.8,Kg,1494.0,UNKNOWN,49.8,False,False,False
MDM011580,2025-11-14,SCH0202,kumar general store,Cooking Oil,0.276,50kg Bags,1656.0,PAID,13.8,False,False,False
MDM001079,2025-09-21,SCH0438,kumar general store,Cooking Oil,11.8,Kg,1416.0,PAID,11.8,False,False,False
MDM010357,2025-01-11,SCH0437,Kumar Supplies,Atta,0.84,50kg Bags,1260.0,DUE,42.0,False,False,False
MDM003422,2025-04-11,SCH0154,Kumar Supplies,Dal,0.8320000000000001,Sacks,3744.0,PAID,41.6,False,False,False
MDM002999,2025-04-19,SCH0546,goyal mill,Atta,0.638,Bori,957.0,UNKNOWN,31.9,False,False,False
MDM001158,2025-09-29,SCH0151,goyal mill,Cooking Oil,,,1356.0,PAID,,True,False,False
MDM006086,2025-04-18,SCH0027,Singh Brothers,Atta,11100.0,Grams,333.0,PENDING,11.1,False,False,False
MDM010799,2025-12-22,SCH0113,S. Agro Works,Wheat,,,1251.0,UNKNOWN,,True,False,True
MDM001237,2025-08-01,SCH0024,Singh Agro,Mustard Oil,45300.0,Grams,5436.0,PAID,45.3,False,False,False
MDM008338,2026-02-05,SCH0082,Sharma Traders,Atta,18500.0,Grams,555.0,PAID,18.5,False,False,False
MDM002128,2025-07-04,SCH0122,goyal mill,Lentils,,,5391.0,PENDING,,True,False,False
MDM007387,2025-11-10,SCH0302,Singh Brothers,Wheat,,,873.0,PENDING,,True,False,False
MDM009084,2026-03-13,SCH0343,Goyal Enterprises,Mustard Oil,36800.0,Grams,4416.0,UNKNOWN,36.8,False,False,False
MDM000386,2025-06-10,SCH0390,Goyal Rice Mill,Rice,49700.0,Grams,1988.0,PENDING,49.7,False,False,False
MDM004924,2025-11-02,SCH0036,Kumar Supplies,Dal,0.858,Bori,3861.0,PAID,42.9,False,False,False
MDM004342,2025-11-12,SCH0242,Sharma & Sons,Rice,,,2200.0,PENDING,,True,False,False
MDM005965,2026-01-18,SCH0242,Singh Brothers,Dal,54200.0,Grams,4878.0,PENDING,54.2,False,False,False
MDM004216,2025-06-28,SCH0333,Goyal Enterprises,Pulses,51.8,Kg,4662.0,PAID,51.8,False,False,False
MDM007079,2026-03-20,SCH0233,Goyal Enterprises,Rice,,,1620.0,PENDING,,True,False,False
MDM003194,2025-04-26,SCH0183,Kumar Supplies,Dal,0.632,50kg Bags,2844.0,UNKNOWN,31.6,False,False,False
MDM003563,2025-10-17,SCH0157,Sharma Traders,Rice,20.2,Kg,,PENDING,20.2,False,True,False
MDM005027,2025-11-24,SCH0205,Singh Brothers,Dal,22600.0,Grams,2034.0,DUE,22.6,False,False,False
MDM011076,2025-09-20,SCH0348,kumar general store,Wheat,,,675.0,PAID,,True,False,False
MDM007509,2025-09-14,SCH0070,Kumar Supplies,Rice,14.6,Kg,584.0,UNKNOWN,14.6,False,False,False
MDM001431,2026-12-01,SCH0135,Sharma & Sons,Cooking Oil,22.1,Kg,2652.0,PAID,22.1,False,False,False
MDM009569,2026-04-02,SCH0477,Singh Brothers,Rice,,,2140.0,UNKNOWN,,True,False,False
MDM005181,2025-05-10,SCH0084,Goyal Enterprises,Cooking Oil,41.6,Kg,4992.0,UNKNOWN,41.6,False,False,True
MDM000048,2025-10-26,SCH0504,Singh Brothers,Dal,23500.0,Grams,2115.0,DUE,23.5,False,False,False
MDM001003,2026-03-23,SCH0551,Singh Brothers,Rice,1.044,50kg Bags,2088.0,PENDING,52.2,False,False,False
MDM007220,2025-04-11,SCH0042,Sharma Traders,Mustard Oil,0.772,Bags,,PAID,38.6,False,True,False
MDM002617,2025-06-09,SCH0325,Kumar & Co.,Dal,50900.0,Grams,4581.0,PAID,50.9,False,False,False
MDM004093,2025-02-09,SCH0409,Kumar & Co.,Rice,,,528.0,DUE,,True,False,False
MDM010568,2025-09-19,SCH0405,Goyal Rice Mill,Dal,15100.0,Grams,1359.0,PAID,15.1,False,False,False
MDM005145,2026-12-01,SCH0276,Goyal Rice Mill,Mustard Oil,28300.0,Grams,3396.0,DUE,28.3,False,False,False
MDM003828,2025-06-13,SCH0237,Sharma & Sons,Atta,0.496,Sacks,744.0,UNKNOWN,24.8,False,False,True
MDM000222,2025-10-04,SCH0176,Sharma Traders,Pulses,18600.0,Grams,1674.0,PAID,18.6,False,False,False
MDM000534,2025-05-01,SCH0009,S. Agro Works,Rice,14200.0,Grams,568.0,UNKNOWN,14.2,False,False,True
MDM003955,2025-10-16,SCH0600,Goyal Enterprises,Wheat,19.7,Kg,591.0,PENDING,19.7,False,False,False
MDM009659,2025-07-31,SCH0481,Goyal Enterprises,Cooking Oil,20.6,Kg,2472.0,PAID,20.6,False,False,False
MDM003234,2025-02-11,SCH0376,goyal mill,Mustard Oil,0.496,Bori,2976.0,DUE,24.8,False,False,False
MDM000612,2025-10-18,SCH0209,goyal mill,Mustard Oil,57000.0,Grams,6840.0,UNKNOWN,57.0,False,False,False
MDM002520,2025-04-26,SCH0080,kumar general store,Wheat,50.8,Kg,1524.0,UNKNOWN,50.8,False,False,False
MDM002341,2025-09-23,SCH0500,kumar general store,Wheat,32.3,Kg,969.0,UNKNOWN,32.3,False,False,False
MDM000102,2025-04-04,SCH0316,Kumar & Co.,Pulses,40.5,Kg,3645.0,PAID,40.5,False,False,False
MDM011108,2025-05-21,SCH0323,Singh Agro,Lentils,39.7,Kg,3573.0,DUE,39.7,False,False,False
MDM008269,2025-06-24,SCH0390,Kumar & Co.,Wheat,33.1,Kg,993.0,PENDING,33.1,False,False,False
MDM009749,2026-03-21,SCH0396,Singh Brothers,Mustard Oil,0.662,Bags,3972.0,PAID,33.1,False,False,False
MDM010640,2026-03-18,SCH0597,S. Agro Works,Cooking Oil,56.9,Kg,6828.0,PAID,56.9,False,False,False
MDM011340,2025-04-19,SCH0151,Sharma & Sons,Wheat,11.9,Kg,357.0,PENDING,11.9,False,False,False
MDM010470,2025-08-27,SCH0576,Kumar Supplies,Rice,39500.0,Grams,1580.0,PENDING,39.5,False,False,False
MDM004711,2025-04-26,SCH0306,goyal mill,Atta,42.5,Kg,1275.0,UNKNOWN,42.5,False,False,False
MDM002378,2026-08-01,SCH0517,Kumar Supplies,Lentils,12.0,Kg,1080.0,UNKNOWN,12.0,False,False,True
MDM002689,2025-07-28,SCH0394,Kumar Supplies,Wheat,,,1578.0,UNKNOWN,,True,False,False
MDM003974,2025-11-30,SCH0312,Goyal Rice Mill,Rice,19.1,Kg,764.0,UNKNOWN,19.1,False,False,False
MDM003007,2025-10-02,SCH0502,Singh Brothers,Lentils,52900.0,Grams,4761.0,PAID,52.9,False,False,False
MDM003298,2025-10-15,SCH0525,Sharma Traders,Dal,53.6,Kg,4824.0,UNKNOWN,53.6,False,False,False
MDM011074,2025-08-05,SCH0120,Goyal Rice Mill,Wheat,,,999.0,PAID,,True,False,False
MDM007365,2025-04-19,SCH0133,S. Agro Works,Dal,55.0,Kg,4950.0,DUE,55.0,False,False,False
MDM010392,2025-07-07,SCH0048,Singh Agro,Wheat,27.7,Kg,831.0,UNKNOWN,27.7,False,False,True
MDM005279,2025-04-30,SCH0354,Singh Brothers,Mustard Oil,38.1,Kg,4572.0,PENDING,38.1,False,False,False
MDM002484,2025-07-19,SCH0016,Kumar Supplies,Cooking Oil,0.492,50kg Bags,2952.0,PAID,24.6,False,False,False
MDM003859,2026-01-17,SCH0383,Singh Agro,Atta,23.8,Kg,714.0,UNKNOWN,23.8,False,False,True
MDM001278,2026-02-02,SCH0440,Singh Brothers,Wheat,45.4,Kg,1362.0,PAID,45.4,False,False,False
MDM006978,2026-03-09,SCH0210,goyal mill,Dal,28.1,Kg,2529.0,UNKNOWN,28.1,False,False,True
